ANO_EDITAL;EDITAL;NAT_OBJETO;DESC_OBJETO;CAT_OBJETO;NOME_LICITANTE;CNPJ;CPF;VL_PROPOSTA;OBS
2017;CAS12000001/2017;2;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC;40;MENDES HOLLER ENGENHARIA, COMÉRCIO E CONSULTORIA LTDA;96163670000106;;329.400,00;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;03638878000145;;78.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;03638878000145;;84.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;03638878000145;;96.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;03143862000161;;100.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;03143862000161;;103.200,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;03143862000161;;113.400,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;03638878000145;;240.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;03143862000161;;261.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;76674704000101;;26.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;76674704000101;;26.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;52867348000184;;133.600,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;52867348000184;;133.600,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;67543405000147;;145.890,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;67543405000147;;145.890,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;24016172000111;;147.489,02;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;24016172000111;;147.489,02;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;44124899000120;;148.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;44124899000120;;148.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;THERMON AR CONDICIONADO LTDA;62082821000171;;157.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;THERMON AR CONDICIONADO LTDA;62082821000171;;157.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;76674704000101;;165.500,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;76674704000101;;165.500,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;00573195000169;;167.277,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;00573195000169;;167.277,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;67543405000147;;208.570,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;67543405000147;;208.570,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;44124899000120;;210.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;44124899000120;;210.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;52867348000184;;210.400,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;52867348000184;;210.400,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;24016172000111;;235.809,51;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;24016172000111;;235.809,51;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;00573195000169;;239.889,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;00573195000169;;239.889,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;67543405000147;;299.950,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
