ANO_EDITAL;EDITAL;NAT_OBJETO;DESC_OBJETO;CAT_OBJETO;NOME_LICITANTE;CNPJ;CPF;VL_PROPOSTA;OBS
2017;CAS12000001/2017;2;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC;40;MENDES HOLLER ENGENHARIA, COMÉRCIO E CONSULTORIA LTDA;9,61637E+13;;294.096,25;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC
2017;CAS12000001/2017;2;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC;40;MENDES HOLLER ENGENHARIA, COMÉRCIO E CONSULTORIA LTDA;9,61637E+13;;294.096,25;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC
2017;CAS12000001/2017;2;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC;40;MENDES HOLLER ENGENHARIA, COMÉRCIO E CONSULTORIA LTDA;9,61637E+13;;329.400,00;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC
2017;CAS12000001/2017;2;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC;40;MENDES HOLLER ENGENHARIA, COMÉRCIO E CONSULTORIA LTDA;9,61637E+13;;329.400,00;MANUTENÇÃO NOS SISTEMAS DE CLIMATIZAÇÃO DAS UNIDADES DO SESC
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;3,63888E+12;;78.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;3,63888E+12;;84.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;3,63888E+12;;96.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;3,14386E+12;;100.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;3,14386E+12;;103.200,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;3,14386E+12;;113.400,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;CAUTRONICA LTDA - EPP;3,63888E+12;;240.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000002/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO;40;EMPREITEC CONSTRUÇÕES E MANUTENÇÃO LTDA. – EPP;3,14386E+12;;261.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA DOS GRUPOS MOTOGERADORES DE DIVERSAS UNIDADES DO SESC SÃO PAULO
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;7,66747E+13;;26.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;7,66747E+13;;26.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;5,28673E+13;;133.600,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;5,28673E+13;;133.600,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;6,75434E+13;;145.890,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;6,75434E+13;;145.890,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;2,40162E+13;;147.489,02;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;2,40162E+13;;147.489,02;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;4,41249E+13;;148.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;4,41249E+13;;148.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;THERMON AR CONDICIONADO LTDA;6,20828E+13;;157.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;THERMON AR CONDICIONADO LTDA;6,20828E+13;;157.800,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;7,66747E+13;;165.500,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ENCLIMAR ENGENHARIA DE CLIMATIZAÇÃO LTDA;7,66747E+13;;165.500,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;5,73195E+11;;167.277,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;5,73195E+11;;167.277,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;6,75434E+13;;208.570,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;SANTIAR COMÉRCIO DE AR CONDICIONADO E SERVIÇOS DE ENGENHARIA LTDA EPP;6,75434E+13;;208.570,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;4,41249E+13;;210.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;HEATING & COOLING TECNOLOGIA TÉRMICA LTDA.;4,41249E+13;;210.000,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;5,28673E+13;;210.400,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CONSTARCO ENGENHARIA E COMÉRCIO LTDA;5,28673E+13;;210.400,00;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;2,40162E+13;;235.809,51;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;CETEST MINAS ENGENHARIA E SERVIÇOS S.A;2,40162E+13;;235.809,51;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;5,73195E+11;;239.889,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
2017;CAS12000004/2017;2;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES;40;ARCONTEMP AR CONDICIONADO E ELÉTRICA LTDA.;5,73195E+11;;239.889,60;MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO PARA DIVERSAS UNIDADES
